dep;sexe;jour;hosp;rea;rad;dc;hosp_h;rea_h;rad_h;dc_h;hosp_f;rea_f;rad_f;dc_f
81;0;27/05/2020;13;2;109;22;9;1;47;8;4;1;62;14
82;0;27/05/2020;7;4;39;5;5;4;21;5;2;0;18;0
83;0;27/05/2020;142;8;848;127;74;7;493;70;67;1;354;56
84;0;27/05/2020;29;1;225;35;19;1;114;25;10;0;111;10
85;0;27/05/2020;57;5;188;37;39;4;96;25;18;1;92;12
86;0;27/05/2020;22;2;122;37;15;1;65;21;7;1;57;16
87;0;27/05/2020;16;2;117;25;7;1;54;13;9;1;62;12
88;0;27/05/2020;68;4;658;252;36;4;330;147;32;0;328;105
89;0;27/05/2020;80;9;255;84;35;7;127;46;45;2;128;37
90;0;27/05/2020;61;7;488;172;35;6;267;99;26;1;221;73
91;0;27/05/2020;691;62;1949;491;331;42;1056;278;352;20;884;210
92;0;27/05/2020;1136;109;3796;1011;603;82;2092;591;529;27;1694;418
93;0;27/05/2020;1012;96;3126;945;484;56;1751;579;520;39;1356;363
94;0;27/05/2020;1195;69;3409;1096;570;50;1818;640;619;19;1564;443
95;0;27/05/2020;559;29;2234;673;280;19;1291;425;278;10;938;248
971;0;27/05/2020;13;1;73;17;11;1;35;9;2;0;38;8
972;0;27/05/2020;17;2;81;14;11;2;43;10;6;0;38;4
973;0;27/05/2020;19;2;66;1;10;2;33;1;8;0;33;0
974;0;27/05/2020;21;2;116;1;13;1;57;1;8;1;59;0
976;0;27/05/2020;46;12;223;19;20;6;111;13;25;5;109;6
1;0;28/05/2020;98;3;372;95;46;2;189;55;52;1;181;40
2;0;28/05/2020;160;17;922;261;78;13;401;156;82;4;519;103
3;0;28/05/2020;15;0;171;38;10;0;71;20;5;0;100;18
4;0;28/05/2020;14;0;116;12;4;0;51;8;10;0;65;4
5;0;28/05/2020;27;2;109;17;9;2;62;8;18;0;47;9
6;0;28/05/2020;113;9;639;179;54;7;315;92;58;2;314;86
7;0;28/05/2020;54;6;384;105;26;5;186;75;27;1;196;29
8;0;28/05/2020;61;3;146;53;26;3;71;34;35;0;74;18
9;0;28/05/2020;2;1;32;2;1;1;16;2;1;0;16;0
10;0;28/05/2020;64;2;570;132;32;2;302;86;31;0;266;46
11;0;28/05/2020;15;3;218;55;11;3;112;39;4;0;106;16
12;0;28/05/2020;11;0;133;24;4;0;64;15;7;0;69;9
13;0;28/05/2020;586;66;2905;523;293;54;1498;295;291;12;1384;228
14;0;28/05/2020;68;1;276;81;27;1;142;54;41;0;134;27
15;0;28/05/2020;16;2;42;9;10;0;23;6;5;1;19;3
16;0;28/05/2020;6;1;51;12;6;1;31;7;0;0;20;5
17;0;28/05/2020;29;1;122;48;12;0;74;31;17;1;48;17
18;0;28/05/2020;58;0;145;74;25;0;72;37;33;0;72;37
19;0;28/05/2020;48;4;115;34;26;2;62;27;22;2;53;7
21;0;28/05/2020;48;9;863;241;26;5;388;137;22;4;471;104
22;0;28/05/2020;42;3;179;32;18;1;88;18;24;2;91;14
23;0;28/05/2020;21;7;56;11;13;5;30;6;8;2;26;5
24;0;28/05/2020;14;1;81;13;7;0;44;6;7;1;37;7
25;0;28/05/2020;39;13;603;148;28;10;301;85;11;3;302;62
26;0;28/05/2020;55;3;472;128;35;2;251;78;20;1;221;50
27;0;28/05/2020;76;2;175;78;39;2;75;36;37;0;99;42
28;0;28/05/2020;166;9;432;117;68;6;224;60;95;2;194;56
29;0;28/05/2020;28;2;160;43;14;2;92;28;14;0;65;15
2A;0;28/05/2020;23;3;122;48;10;3;51;27;13;0;71;21
2B;0;28/05/2020;6;2;103;10;4;1;55;5;2;1;48;5
30;0;28/05/2020;69;10;290;92;32;6;153;45;37;4;137;47
31;0;28/05/2020;63;15;599;68;42;13;338;42;20;2;261;26
32;0;28/05/2020;6;1;83;23;4;1;44;14;1;0;39;9
33;0;28/05/2020;124;17;841;145;60;13;426;73;64;4;414;72
34;0;28/05/2020;37;11;655;118;22;8;319;67;15;3;333;51
35;0;28/05/2020;76;5;404;84;41;4;229;44;35;1;174;40
36;0;28/05/2020;92;4;101;76;44;2;42;41;48;2;58;35
37;0;28/05/2020;92;9;293;79;53;8;130;51;39;1;162;28
38;0;28/05/2020;89;12;614;143;48;12;293;80;40;0;314;63
39;0;28/05/2020;20;0;266;61;9;0;110;31;11;0;156;30
40;0;28/05/2020;10;2;64;12;7;2;36;6;3;0;28;6
41;0;28/05/2020;105;4;216;63;57;3;107;36;48;1;109;27
42;0;28/05/2020;213;28;837;237;122;24;428;163;91;4;409;74
43;0;28/05/2020;13;1;91;15;3;1;37;9;10;0;54;6
44;0;28/05/2020;125;8;555;144;64;5;289;88;61;3;265;56
45;0;28/05/2020;125;16;536;93;73;11;271;59;52;5;265;34
46;0;28/05/2020;10;1;64;22;3;0;33;10;7;1;31;12
47;0;28/05/2020;20;2;58;9;9;1;34;8;11;1;24;1
48;0;28/05/2020;1;0;23;1;1;0;12;1;0;0;11;0
49;0;28/05/2020;104;8;512;133;52;7;253;82;52;1;259;51
50;0;28/05/2020;46;3;123;47;27;3;64;21;18;0;58;26
51;0;28/05/2020;149;10;916;253;84;10;430;146;63;0;480;106
52;0;28/05/2020;77;14;202;78;31;9;108;38;46;5;94;40
53;0;28/05/2020;33;0;145;42;12;0;72;25;21;0;73;17
54;0;28/05/2020;157;17;1034;341;68;10;505;205;89;7;521;136
55;0;28/05/2020;64;5;407;93;35;5;202;52;29;0;205;41
56;0;28/05/2020;60;10;380;90;40;8;200;54;20;2;179;36
57;0;28/05/2020;480;46;2109;794;251;33;1066;451;226;12;1036;339
58;0;28/05/2020;17;1;77;27;6;1;26;15;10;0;51;12
59;0;28/05/2020;611;56;1879;568;280;43;946;301;330;13;932;263
60;0;28/05/2020;321;14;957;389;144;11;474;223;177;3;481;166
61;0;28/05/2020;46;4;197;37;25;3;83;24;20;1;114;13
62;0;28/05/2020;258;35;1179;283;129;27;572;159;127;8;603;124
63;0;28/05/2020;25;5;166;42;12;4;90;25;13;1;76;17
64;0;28/05/2020;7;2;210;27;5;2;110;20;2;0;100;7
65;0;28/05/2020;18;3;143;25;9;3;69;12;9;0;74;13
66;0;28/05/2020;2;0;276;34;2;0;122;16;0;0;154;18
67;0;28/05/2020;536;40;2211;626;276;25;1187;368;258;15;1018;257
68;0;28/05/2020;568;38;2411;775;288;29;1281;474;277;9;1123;296
69;0;28/05/2020;508;50;2587;623;257;35;1239;345;249;15;1316;267
70;0;28/05/2020;48;0;254;77;27;0;131;51;21;0;122;26
71;0;28/05/2020;139;9;612;193;66;8;272;102;73;1;338;91
72;0;28/05/2020;89;2;297;78;39;2;147;43;50;0;150;35
73;0;28/05/2020;37;1;369;66;19;0;160;39;18;1;209;27
74;0;28/05/2020;117;6;795;160;64;6;426;106;53;0;367;54
75;0;28/05/2020;981;170;5558;1689;560;133;3105;1061;416;37;2422;621
76;0;28/05/2020;119;10;685;175;52;8;342;104;67;2;342;70
77;0;28/05/2020;434;57;2307;631;229;43;1297;381;205;14;1003;250
78;0;28/05/2020;584;38;1887;490;289;37;999;299;294;1;882;190
79;0;28/05/2020;10;2;58;20;5;0;30;11;5;2;28;9
80;0;28/05/2020;136;9;663;215;67;7;319;128;69;2;336;87
81;0;28/05/2020;13;2;109;22;9;1;47;8;4;1;62;14
82;0;28/05/2020;6;3;40;5;4;3;22;5;2;0;18;0
83;0;28/05/2020;143;8;849;127;75;7;493;70;67;1;355;56
84;0;28/05/2020;29;1;228;35;19;1;114;25;10;0;114;10
85;0;28/05/2020;57;4;196;37;36;3;103;25;21;1;93;12
86;0;28/05/2020;19;2;124;38;13;1;67;21;6;1;57;17
87;0;28/05/2020;15;1;117;25;7;1;54;13;8;0;62;12
88;0;28/05/2020;67;4;662;252;34;4;332;147;33;0;330;105
89;0;28/05/2020;78;9;257;84;34;7;128;46;44;2;129;37
90;0;28/05/2020;59;7;491;173;34;6;268;100;25;1;223;73
91;0;28/05/2020;655;60;1988;492;319;42;1067;279;328;18;912;210
92;0;28/05/2020;1117;103;3816;1017;586;76;2106;594;527;27;1700;421
93;0;28/05/2020;995;92;3165;946;479;53;1768;579;508;38;1378;364
94;0;28/05/2020;1198;65;3418;1098;568;46;1824;641;624;19;1567;444
95;0;28/05/2020;554;29;2245;674;279;19;1296;426;274;10;944;248
971;0;28/05/2020;13;1;73;17;11;1;35;9;2;0;38;8
972;0;28/05/2020;17;2;81;14;11;2;43;10;6;0;38;4
973;0;28/05/2020;20;2;70;1;12;2;34;1;8;0;35;0
974;0;28/05/2020;21;2;116;1;13;1;57;1;8;1;59;0
976;0;28/05/2020;45;12;227;19;19;6;113;13;25;5;111;6
1;0;29/05/2020;98;3;372;95;46;2;189;55;52;1;181;40
2;0;29/05/2020;156;15;929;263;76;10;402;158;80;5;525;103
3;0;29/05/2020;13;0;173;38;10;0;71;20;3;0;102;18
4;0;29/05/2020;14;0;116;12;4;0;51;8;10;0;65;4
5;0;29/05/2020;27;2;109;17;9;2;62;8;18;0;47;9
6;0;29/05/2020;110;9;642;179;52;7;317;92;57;2;315;86
7;0;29/05/2020;42;6;396;105;20;5;192;75;22;1;201;29
8;0;29/05/2020;62;4;146;53;26;3;71;34;36;1;74;18
9;0;29/05/2020;2;1;32;2;1;1;16;2;1;0;16;0
10;0;29/05/2020;60;2;575;133;29;2;305;86;29;0;268;47
11;0;29/05/2020;15;3;219;55;11;3;113;39;4;0;106;16
12;0;29/05/2020;11;0;133;24;4;0;64;15;7;0;69;9
13;0;29/05/2020;564;63;2931;526;285;50;1508;295;277;13;1400;230
14;0;29/05/2020;57;1;281;82;23;1;142;55;34;0;139;27
15;0;29/05/2020;16;2;42;9;10;0;23;6;5;1;19;3
16;0;29/05/2020;6;1;51;12;6;1;31;7;0;0;20;5
17;0;29/05/2020;25;1;126;48;10;0;76;31;15;1;50;17
18;0;29/05/2020;52;0;151;74;23;0;74;37;29;0;76;37
19;0;29/05/2020;47;4;115;34;25;2;62;27;22;2;53;7
21;0;29/05/2020;44;8;869;242;24;4;391;137;20;4;474;105
22;0;29/05/2020;42;4;181;32;18;1;89;18;24;3;92;14
23;0;29/05/2020;20;5;58;10;11;4;31;6;9;1;27;4
24;0;29/05/2020;14;0;82;13;8;0;44;6;6;0;38;7
25;0;29/05/2020;37;10;603;148;27;8;301;85;10;2;302;62
26;0;29/05/2020;52;2;475;128;33;2;253;78;19;0;222;50
27;0;29/05/2020;77;2;177;78;40;2;77;36;37;0;99;42
28;0;29/05/2020;154;9;441;119;63;6;227;61;88;2;200;57
29;0;29/05/2020;26;1;161;43;12;1;93;28;14;0;65;15
2A;0;29/05/2020;24;3;122;48;11;3;51;27;13;0;71;21
2B;0;29/05/2020;3;2;106;10;2;1;57;5;1;1;49;5
30;0;29/05/2020;69;10;290;92;32;6;153;45;37;4;137;47
31;0;29/05/2020;62;13;601;68;41;11;340;42;20;2;261;26
32;0;29/05/2020;6;1;83;23;4;1;44;14;1;0;39;9
33;0;29/05/2020;121;17;844;146;58;13;427;74;63;4;416;72
34;0;29/05/2020;37;11;657;118;23;8;319;67;14;3;335;51
35;0;29/05/2020;78;5;404;84;41;4;229;44;37;1;174;40
36;0;29/05/2020;90;3;103;76;43;2;43;41;47;1;59;35
37;0;29/05/2020;89;9;297;79;50;8;133;51;39;1;163;28
38;0;29/05/2020;84;11;619;144;46;11;295;81;38;0;316;63
39;0;29/05/2020;29;0;282;61;17;0;116;31;12;0;166;30
40;0;29/05/2020;9;2;65;12;6;2;37;6;3;0;28;6
41;0;29/05/2020;102;2;219;63;54;1;110;36;48;1;109;27
42;0;29/05/2020;206;28;844;238;120;24;430;164;86;4;414;74
43;0;29/05/2020;13;1;92;15;3;1;38;9;10;0;54;6
44;0;29/05/2020;126;8;556;144;66;5;289;88;60;3;266;56
45;0;29/05/2020;119;15;539;96;71;10;273;59;48;5;266;37
46;0;29/05/2020;10;1;64;22;3;0;33;10;7;1;31;12
47;0;29/05/2020;20;2;59;9;9;1;35;8;11;1;24;1
48;0;29/05/2020;1;0;23;1;1;0;12;1;0;0;11;0
49;0;29/05/2020;103;7;513;133;51;6;253;82;52;1;260;51
50;0;29/05/2020;47;3;123;47;27;3;64;21;19;0;58;26
51;0;29/05/2020;136;9;924;254;77;9;435;147;57;0;483;106
52;0;29/05/2020;66;5;204;78;25;4;109;38;41;1;95;40
53;0;29/05/2020;29;0;148;43;12;0;72;25;17;0;76;18
54;0;29/05/2020;154;16;1041;341;68;11;508;205;86;5;525;136
55;0;29/05/2020;41;5;429;93;23;4;213;52;18;1;216;41
56;0;29/05/2020;59;9;382;90;38;7;201;54;21;2;180;36
57;0;29/05/2020;475;45;2109;796;250;33;1065;452;222;11;1037;340
58;0;29/05/2020;8;1;85;27;3;1;29;15;5;0;56;12
59;0;29/05/2020;589;54;1909;570;263;41;965;303;324;13;943;263
60;0;29/05/2020;301;14;977;390;136;11;481;224;165;3;494;166
61;0;29/05/2020;47;4;197;37;26;3;83;24;20;1;114;13
62;0;29/05/2020;262;36;1186;284;132;28;575;160;128;8;607;124
63;0;29/05/2020;19;4;171;42;11;3;90;25;8;1;81;17
64;0;29/05/2020;7;2;211;27;5;2;111;20;2;0;100;7
65;0;29/05/2020;16;2;143;26;8;2;69;13;8;0;74;13
66;0;29/05/2020;2;0;276;34;2;0;122;16;0;0;154;18
67;0;29/05/2020;501;41;2248;631;261;27;1204;371;239;14;1037;259
68;0;29/05/2020;552;37;2432;776;278;27;1292;475;271;10;1132;296
69;0;29/05/2020;468;47;2626;627;240;33;1257;346;226;14;1337;270
70;0;29/05/2020;49;0;254;77;28;0;131;51;21;0;122;26
71;0;29/05/2020;130;6;622;195;60;6;278;104;70;0;342;91
72;0;29/05/2020;83;2;302;79;34;2;151;44;49;0;151;35
73;0;29/05/2020;35;1;369;68;19;0;160;39;16;1;209;29
74;0;29/05/2020;113;6;799;160;60;6;430;106;53;0;367;54
75;0;29/05/2020;949;161;5587;1692;534;125;3123;1063;410;36;2433;622
76;0;29/05/2020;111;9;693;176;47;8;346;105;64;1;346;70
77;0;29/05/2020;421;54;2334;633;220;40;1314;382;201;14;1013;251
78;0;29/05/2020;577;37;1893;492;286;36;1001;299;290;1;886;192
79;0;29/05/2020;8;2;60;20;4;0;31;11;4;2;29;9
80;0;29/05/2020;133;9;667;215;66;7;321;128;67;2;338;87
81;0;29/05/2020;13;2;110;22;10;1;47;8;3;1;63;14
82;0;29/05/2020;6;3;40;5;4;3;22;5;2;0;18;0
83;0;29/05/2020;136;8;856;128;72;7;497;70;63;1;358;57
84;0;29/05/2020;28;1;228;36;18;1;114;26;10;0;114;10
85;0;29/05/2020;58;4;198;38;35;3;104;26;22;1;94;12
86;0;29/05/2020;13;2;130;38;10;1;70;21;3;1;60;17
87;0;29/05/2020;14;1;117;25;7;1;54;13;7;0;62;12
88;0;29/05/2020;67;4;662;253;34;4;332;147;33;0;330;106
89;0;29/05/2020;70;9;265;84;32;7;130;46;38;2;135;37
90;0;29/05/2020;55;6;493;174;30;5;270;101;25;1;223;73
91;0;29/05/2020;644;59;2002;493;315;40;1071;280;321;19;922;210
92;0;29/05/2020;1105;96;3832;1020;585;73;2111;595;516;23;1711;423
93;0;29/05/2020;942;89;3220;948;458;52;1792;580;476;36;1409;365
94;0;29/05/2020;1186;62;3430;1101;558;43;1832;643;622;19;1571;445
95;0;29/05/2020;550;31;2269;674;282;22;1304;426;267;9;960;248
971;0;29/05/2020;13;1;73;17;11;1;35;9;2;0;38;8
972;0;29/05/2020;17;2;81;14;11;2;43;10;6;0;38;4
973;0;29/05/2020;21;2;71;1;12;2;35;1;9;0;36;0
974;0;29/05/2020;19;3;119;1;12;1;59;1;7;2;60;0
976;0;29/05/2020;54;13;229;19;21;6;113;13;33;7;112;6
1;0;30/05/2020;91;2;381;95;44;1;191;55;47;1;188;40
2;0;30/05/2020;156;14;930;263;77;10;403;158;79;4;525;103
3;0;30/05/2020;11;0;175;38;9;0;72;20;2;0;103;18
4;0;30/05/2020;14;0;116;12;4;0;51;8;10;0;65;4
5;0;30/05/2020;27;2;109;17;9;2;62;8;18;0;47;9
6;0;30/05/2020;109;7;645;179;51;6;319;92;57;1;316;86
7;0;30/05/2020;39;6;400;105;20;5;193;75;19;1;204;29
8;0;30/05/2020;36;3;172;54;14;2;83;34;22;1;88;19
9;0;30/05/2020;2;1;32;2;1;1;16;2;1;0;16;0
10;0;30/05/2020;56;2;578;133;27;2;307;86;28;0;269;47
11;0;30/05/2020;15;3;220;55;10;3;114;39;5;0;106;16
12;0;30/05/2020;7;0;137;24;4;0;64;15;3;0;73;9
13;0;30/05/2020;567;59;2933;526;284;46;1510;295;281;13;1400;230
14;0;30/05/2020;55;1;282;82;23;1;142;55;32;0;140;27
15;0;30/05/2020;15;2;43;9;9;0;24;6;5;1;19;3
16;0;30/05/2020;6;1;51;12;6;1;31;7;0;0;20;5
17;0;30/05/2020;25;1;126;48;10;0;76;31;15;1;50;17
18;0;30/05/2020;54;0;151;74;24;0;74;37;30;0;76;37
19;0;30/05/2020;46;3;117;34;25;1;61;27;21;2;56;7
21;0;30/05/2020;44;7;872;243;26;3;392;138;18;4;476;105
22;0;30/05/2020;40;4;183;32;17;1;90;18;23;3;93;14
23;0;30/05/2020;20;5;58;10;11;4;31;6;9;1;27;4
24;0;30/05/2020;14;0;82;13;9;0;43;6;5;0;39;7
25;0;30/05/2020;33;5;607;148;23;3;305;85;10;2;302;62
26;0;30/05/2020;48;2;478;129;30;2;255;79;18;0;223;50
27;0;30/05/2020;77;2;177;78;40;2;77;36;37;0;99;42
28;0;30/05/2020;156;11;441;119;65;8;227;61;88;2;200;57
29;0;30/05/2020;26;1;161;43;12;1;93;28;14;0;65;15
2A;0;30/05/2020;24;3;122;48;11;3;51;27;13;0;71;21
2B;0;30/05/2020;3;2;106;10;2;1;57;5;1;1;49;5
30;0;30/05/2020;69;10;290;92;32;6;153;45;37;4;137;47
31;0;30/05/2020;63;13;601;68;41;11;340;42;21;2;261;26
32;0;30/05/2020;6;1;83;23;4;1;44;14;1;0;39;9
33;0;30/05/2020;117;16;848;146;54;12;430;74;62;4;417;72
34;0;30/05/2020;33;10;669;118;20;7;329;67;13;3;336;51
35;0;30/05/2020;70;5;413;84;39;4;231;44;31;1;181;40
36;0;30/05/2020;90;3;103;76;43;2;43;41;47;1;59;35
37;0;30/05/2020;90;8;298;79;52;7;133;51;38;1;164;28
38;0;30/05/2020;87;11;619;144;48;11;295;81;39;0;316;63
39;0;30/05/2020;27;0;284;61;15;0;118;31;12;0;166;30
40;0;30/05/2020;9;2;65;12;6;2;37;6;3;0;28;6
41;0;30/05/2020;100;2;221;63;53;1;111;36;47;1;110;27
42;0;30/05/2020;206;28;844;238;120;24;430;164;86;4;414;74
43;0;30/05/2020;15;1;92;15;4;1;38;9;11;0;54;6
44;0;30/05/2020;130;7;559;144;71;4;289;88;59;3;269;56
45;0;30/05/2020;118;15;539;96;71;10;273;59;47;5;266;37
46;0;30/05/2020;10;1;64;22;3;0;33;10;7;1;31;12
47;0;30/05/2020;18;2;61;9;8;1;36;8;10;1;25;1
48;0;30/05/2020;1;0;23;1;1;0;12;1;0;0;11;0
49;0;30/05/2020;99;7;518;133;50;6;255;82;49;1;263;51
50;0;30/05/2020;47;3;123;47;27;3;64;21;19;0;58;26
51;0;30/05/2020;135;11;930;254;76;11;439;147;57;0;485;106
52;0;30/05/2020;63;4;205;79;23;3;110;38;40;1;95;41
53;0;30/05/2020;22;0;155;43;10;0;74;25;12;0;81;18
54;0;30/05/2020;143;15;1051;341;62;10;513;205;81;5;530;136
55;0;30/05/2020;38;6;432;93;20;4;216;52;18;2;216;41
56;0;30/05/2020;61;7;384;90;37;6;202;54;24;1;181;36
57;0;30/05/2020;451;43;2134;799;237;33;1078;454;211;9;1049;341
58;0;30/05/2020;11;1;86;27;4;1;29;15;7;0;57;12
59;0;30/05/2020;573;54;1936;576;257;41;982;307;314;13;953;265
60;0;30/05/2020;300;13;980;391;136;11;482;224;164;2;496;167
61;0;30/05/2020;47;4;198;37;25;3;84;24;21;1;114;13
62;0;30/05/2020;260;35;1188;285;131;27;576;160;127;8;608;125
63;0;30/05/2020;18;4;172;42;11;3;90;25;7;1;82;17
64;0;30/05/2020;8;2;211;27;5;2;111;20;3;0;100;7
65;0;30/05/2020;16;2;143;26;8;2;69;13;8;0;74;13
66;0;30/05/2020;2;0;276;34;2;0;122;16;0;0;154;18
67;0;30/05/2020;499;41;2268;633;259;27;1211;372;239;14;1050;260
68;0;30/05/2020;539;34;2448;778;266;24;1305;476;269;10;1135;297
69;0;30/05/2020;479;56;2630;627;249;40;1259;346;228;16;1339;270
70;0;30/05/2020;50;0;253;77;29;0;130;51;21;0;122;26
71;0;30/05/2020;130;6;622;195;60;6;278;104;70;0;342;91
72;0;30/05/2020;81;2;304;79;32;2;153;44;49;0;151;35
73;0;30/05/2020;34;2;372;68;19;1;161;39;15;1;211;29
74;0;30/05/2020;113;5;800;160;61;5;430;106;52;0;368;54
75;0;30/05/2020;934;161;5612;1692;527;125;3135;1063;403;36;2445;622
76;0;30/05/2020;108;9;696;176;47;8;346;105;61;1;349;70
77;0;30/05/2020;412;51;2358;638;213;35;1326;385;199;16;1025;253
78;0;30/05/2020;575;37;1896;493;286;36;1002;300;288;1;888;192
79;0;30/05/2020;8;2;60;20;4;0;31;11;4;2;29;9
80;0;30/05/2020;132;9;668;215;66;6;321;128;66;3;339;87
81;0;30/05/2020;13;2;110;22;10;1;47;8;3;1;63;14
82;0;30/05/2020;6;2;40;5;4;2;22;5;2;0;18;0
83;0;30/05/2020;135;8;858;128;71;7;499;70;63;1;358;57
84;0;30/05/2020;28;1;228;36;18;1;114;26;10;0;114;10
85;0;30/05/2020;56;4;200;38;32;3;106;26;23;1;94;12
86;0;30/05/2020;13;2;130;38;10;1;70;21;3;1;60;17
87;0;30/05/2020;14;1;117;25;7;1;54;13;7;0;62;12
88;0;30/05/2020;65;5;668;253;34;4;334;147;30;0;334;106
89;0;30/05/2020;69;9;266;84;31;7;131;46;38;2;135;37
90;0;30/05/2020;57;6;491;174;32;5;268;101;25;1;223;73
91;0;30/05/2020;645;57;2007;495;312;38;1075;282;325;19;923;210
92;0;30/05/2020;1067;92;3879;1023;563;69;2136;596;501;23;1733;425
93;0;30/05/2020;931;88;3240;948;455;50;1797;580;468;37;1424;365
94;0;30/05/2020;1109;55;3491;1125;513;39;1864;656;590;16;1600;456
95;0;30/05/2020;539;29;2278;677;275;20;1311;428;263;9;962;249
971;0;30/05/2020;13;1;73;17;11;1;35;9;2;0;38;8
972;0;30/05/2020;17;2;81;14;11;2;43;10;6;0;38;4
973;0;30/05/2020;22;2;72;1;14;2;35;1;8;0;37;0
974;0;30/05/2020;20;4;119;1;13;2;59;1;7;2;60;0
976;0;30/05/2020;47;13;241;19;19;6;116;13;27;7;121;6
1;0;31/05/2020;91;2;381;95;44;1;191;55;47;1;188;40
2;0;31/05/2020;155;14;930;264;77;10;403;158;78;4;525;104
3;0;31/05/2020;10;0;178;38;9;0;73;20;1;0;105;18
4;0;31/05/2020;14;0;116;12;4;0;51;8;10;0;65;4
5;0;31/05/2020;27;2;109;17;9;2;62;8;18;0;47;9
6;0;31/05/2020;110;7;645;179;51;6;319;92;58;1;316;86
7;0;31/05/2020;40;6;400;105;20;5;193;75;20;1;204;29
8;0;31/05/2020;36;3;172;54;14;2;83;34;22;1;88;19
9;0;31/05/2020;2;1;32;2;1;1;16;2;1;0;16;0
10;0;31/05/2020;55;2;579;133;27;2;307;86;27;0;270;47
11;0;31/05/2020;14;2;220;56;9;2;114;40;5;0;106;16
12;0;31/05/2020;7;0;137;24;4;0;64;15;3;0;73;9
13;0;31/05/2020;570;59;2935;526;285;46;1512;295;283;13;1400;230
14;0;31/05/2020;55;1;282;82;23;1;142;55;32;0;140;27
15;0;31/05/2020;15;2;43;9;9;0;24;6;5;1;19;3
16;0;31/05/2020;6;1;51;12;6;1;31;7;0;0;20;5
17;0;31/05/2020;25;1;126;48;10;0;76;31;15;1;50;17
18;0;31/05/2020;54;0;151;75;24;0;74;38;30;0;76;37
19;0;31/05/2020;45;3;118;34;25;1;61;27;20;2;57;7
21;0;31/05/2020;44;7;872;243;26;3;392;138;18;4;476;105
22;0;31/05/2020;40;4;183;32;17;1;90;18;23;3;93;14
23;0;31/05/2020;20;5;58;10;11;4;31;6;9;1;27;4
24;0;31/05/2020;14;0;82;13;9;0;43;6;5;0;39;7
25;0;31/05/2020;33;5;607;148;23;3;305;85;10;2;302;62
26;0;31/05/2020;48;2;478;129;30;2;255;79;18;0;223;50
27;0;31/05/2020;77;2;177;78;40;2;77;36;37;0;99;42
28;0;31/05/2020;156;11;441;119;65;8;227;61;88;2;200;57
29;0;31/05/2020;26;1;161;43;12;1;93;28;14;0;65;15
2A;0;31/05/2020;24;3;122;48;11;3;51;27;13;0;71;21
2B;0;31/05/2020;3;2;106;10;2;1;57;5;1;1;49;5
30;0;31/05/2020;69;10;290;92;32;6;153;45;37;4;137;47
31;0;31/05/2020;58;13;604;70;36;11;343;44;21;2;261;26
32;0;31/05/2020;6;1;83;23;4;1;44;14;1;0;39;9
33;0;31/05/2020;118;17;848;146;55;13;430;74;62;4;417;72
34;0;31/05/2020;33;10;669;118;20;7;329;67;13;3;336;51
35;0;31/05/2020;70;5;413;84;39;4;231;44;31;1;181;40
36;0;31/05/2020;90;3;103;76;43;2;43;41;47;1;59;35
37;0;31/05/2020;90;8;298;79;52;7;133;51;38;1;164;28
38;0;31/05/2020;81;10;623;146;42;10;299;83;39;0;316;63
39;0;31/05/2020;27;0;284;61;15;0;118;31;12;0;166;30
40;0;31/05/2020;9;2;65;12;6;2;37;6;3;0;28;6
41;0;31/05/2020;100;2;221;63;53;1;111;36;47;1;110;27
42;0;31/05/2020;207;28;845;238;120;24;431;164;87;4;414;74
43;0;31/05/2020;15;1;92;15;4;1;38;9;11;0;54;6
44;0;31/05/2020;128;6;564;146;69;4;291;89;59;2;272;57
45;0;31/05/2020;117;15;540;96;70;10;274;59;47;5;266;37
46;0;31/05/2020;10;1;65;22;3;0;33;10;7;1;32;12
47;0;31/05/2020;18;2;61;9;8;1;36;8;10;1;25;1
48;0;31/05/2020;1;0;23;1;1;0;12;1;0;0;11;0
49;0;31/05/2020;102;7;518;133;53;6;255;82;49;1;263;51
50;0;31/05/2020;47;4;123;47;27;4;64;21;19;0;58;26
51;0;31/05/2020;135;11;930;254;76;11;439;147;57;0;485;106
52;0;31/05/2020;64;4;205;79;23;3;110;38;41;1;95;41
53;0;31/05/2020;18;0;159;43;8;0;76;25;10;0;83;18
54;0;31/05/2020;142;14;1053;341;62;9;514;205;80;5;531;136
55;0;31/05/2020;37;5;432;94;20;4;216;52;17;1;216;42
56;0;31/05/2020;62;7;384;90;37;6;202;54;25;1;181;36
57;0;31/05/2020;454;44;2135;800;238;33;1079;455;213;10;1049;341
58;0;31/05/2020;11;1;86;27;4;1;29;15;7;0;57;12
59;0;31/05/2020;572;55;1939;576;255;41;985;307;315;14;953;265
60;0;31/05/2020;300;13;980;391;136;11;482;224;164;2;496;167
61;0;31/05/2020;47;4;198;37;25;3;84;24;21;1;114;13
62;0;31/05/2020;260;34;1188;285;132;27;576;160;126;7;608;125
63;0;31/05/2020;18;4;172;42;11;3;90;25;7;1;82;17
64;0;31/05/2020;9;2;211;27;6;2;111;20;3;0;100;7
65;0;31/05/2020;16;2;143;26;8;2;69;13;8;0;74;13
66;0;31/05/2020;2;0;276;34;2;0;122;16;0;0;154;18
67;0;31/05/2020;496;39;2271;634;255;26;1214;373;240;13;1050;260
68;0;31/05/2020;539;34;2448;778;266;24;1305;476;269;10;1135;297
69;0;31/05/2020;496;65;2631;628;263;48;1260;347;231;17;1339;270
